subscriber_id,cohort_month,city,channel,category,plan_tenure_months,monthly_rental_inr,first_delivery_delay_days,nps_score,payment_failures_90d,swap_requests_60d,support_tickets_60d,subscriber_age,churn_month,is_churned,months_observable,months_active,revenue_inr
5581,2024-07-01,Mumbai,Google_Ads,Wardrobe,3,942,6,5,0,0,1,35,6.0,1,22,6,5652
5582,2024-11-01,Hyderabad,Google_Ads,Full_Home,12,3534,2,6,0,0,2,31,5.0,1,18,5,17670
5583,2024-09-01,Mumbai,Meta_Ads,Wardrobe,12,1140,0,1,0,1,0,32,1.0,1,20,1,1140
5584,2024-01-01,Mumbai,Meta_Ads,Study,6,896,1,6,0,0,3,21,5.0,1,28,5,4480
5585,2024-06-01,Pune,Google_Ads,Bed,6,1509,3,7,1,0,1,36,12.0,1,23,12,18108
5586,2024-09-01,Chennai,Meta_Ads,Full_Home,12,3455,3,8,1,0,1,29,,0,20,20,69100
5587,2024-03-01,Hyderabad,Google_Ads,Sofa,3,1641,0,6,0,0,0,22,4.0,1,26,4,6564
5588,2024-12-01,Bengaluru,Meta_Ads,Study,3,926,0,7,0,0,1,27,,0,17,17,15742
5589,2024-10-01,Bengaluru,Google_Ads,Full_Home,6,4370,0,6,1,0,0,39,12.0,1,19,12,52440
5590,2024-11-01,Bengaluru,Meta_Ads,Full_Home,6,4752,0,9,0,0,0,25,6.0,1,18,6,28512
5591,2024-01-01,Mumbai,Organic,Full_Home,12,4761,1,8,0,0,1,31,,0,28,28,133308
5592,2024-07-01,Bengaluru,Organic,Bed,12,1482,2,8,0,0,0,29,,0,22,22,32604
5593,2024-07-01,Chennai,Google_Ads,Wardrobe,12,923,1,9,0,0,1,25,9.0,1,22,9,8307
5594,2024-08-01,Delhi,Meta_Ads,Sofa,12,1673,1,5,2,0,0,32,9.0,1,21,9,15057
5595,2024-11-01,Mumbai,Referral,Bed,12,1539,2,8,0,0,1,32,16.0,1,18,16,24624
5596,2024-05-01,Bengaluru,Google_Ads,Sofa,6,1456,0,1,0,0,0,28,1.0,1,24,1,1456
5597,2024-07-01,Mumbai,Meta_Ads,Full_Home,6,3888,0,9,0,0,2,28,,0,22,22,85536
5598,2024-09-01,Mumbai,Meta_Ads,Full_Home,6,4068,5,4,2,0,3,24,2.0,1,20,2,8136
5599,2024-10-01,Hyderabad,Referral,Study,12,983,1,6,1,0,1,21,19.0,1,19,19,18677
5600,2024-10-01,Bengaluru,Meta_Ads,Full_Home,3,3746,0,6,0,0,2,34,,0,19,19,71174
5601,2024-05-01,Pune,Direct,Wardrobe,6,904,0,8,0,0,0,25,,0,24,24,21696
5602,2024-12-01,Bengaluru,Organic,Sofa,6,1424,0,8,0,0,0,32,,0,17,17,24208
5603,2024-01-01,Bengaluru,Meta_Ads,Study,6,967,4,6,0,0,2,31,18.0,1,28,18,17406
5604,2024-06-01,Chennai,Google_Ads,Bed,6,1123,2,4,2,1,0,30,10.0,1,23,10,11230
5605,2024-08-01,Bengaluru,Meta_Ads,Wardrobe,6,1173,0,1,0,0,0,40,1.0,1,21,1,1173
5606,2024-01-01,Bengaluru,Google_Ads,Full_Home,6,4180,2,8,1,0,2,22,12.0,1,28,12,50160
5607,2024-06-01,Delhi,Meta_Ads,Bed,6,1152,6,1,1,1,1,28,1.0,1,23,1,1152
5608,2024-08-01,Mumbai,Google_Ads,Bed,3,1433,1,1,0,0,0,29,2.0,1,21,2,2866
5609,2024-08-01,Bengaluru,Organic,Sofa,6,1425,4,6,0,0,1,32,9.0,1,21,9,12825
5610,2024-02-01,Bengaluru,Organic,Study,3,1005,0,4,1,1,1,28,7.0,1,27,7,7035
5611,2024-04-01,Bengaluru,Direct,Sofa,12,1736,0,8,0,2,2,25,3.0,1,25,3,5208
5612,2024-03-01,Delhi,Google_Ads,Dining,12,1641,6,1,0,0,2,21,1.0,1,26,1,1641
5613,2024-08-01,Bengaluru,Referral,Bed,3,1188,0,1,0,0,2,27,1.0,1,21,1,1188
5614,2024-04-01,Hyderabad,Referral,Full_Home,3,4060,1,10,0,0,0,22,11.0,1,25,11,44660
5615,2024-07-01,Pune,Referral,Full_Home,3,4199,3,6,0,0,3,33,16.0,1,22,16,67184
5616,2024-09-01,Bengaluru,Organic,Bed,12,1268,1,1,1,0,1,21,1.0,1,20,1,1268
5617,2024-10-01,Mumbai,Google_Ads,Full_Home,3,4476,1,1,0,0,0,30,1.0,1,19,1,4476
5618,2024-03-01,Bengaluru,Referral,Sofa,6,1417,0,8,0,0,0,37,,0,26,26,36842
5619,2024-11-01,Mumbai,Meta_Ads,Sofa,6,1716,0,5,0,0,1,36,,0,18,18,30888
5620,2024-02-01,Bengaluru,Organic,Wardrobe,12,1002,1,1,0,0,0,31,1.0,1,27,1,1002
5621,2024-01-01,Hyderabad,Google_Ads,Bed,6,1371,3,7,1,0,1,28,10.0,1,28,10,13710
5622,2024-01-01,Mumbai,Google_Ads,Full_Home,6,3478,1,6,1,0,0,34,,0,28,28,97384
5623,2024-03-01,Mumbai,Google_Ads,Full_Home,6,3693,2,9,0,0,0,38,19.0,1,26,19,70167
5624,2024-11-01,Delhi,Meta_Ads,Full_Home,12,4013,3,1,1,0,3,24,1.0,1,18,1,4013
5625,2024-03-01,Pune,Meta_Ads,Sofa,6,1662,2,1,0,1,2,21,2.0,1,26,2,3324
5626,2024-09-01,Mumbai,Referral,Study,6,1070,0,1,0,0,1,23,2.0,1,20,2,2140
5627,2024-06-01,Bengaluru,Google_Ads,Dining,3,1400,0,7,0,2,0,26,5.0,1,23,5,7000
5628,2024-01-01,Chennai,Google_Ads,Sofa,3,1766,3,1,0,0,3,28,1.0,1,28,1,1766
5629,2024-06-01,Mumbai,Meta_Ads,Full_Home,6,3830,0,1,0,0,1,39,1.0,1,23,1,3830
5630,2024-01-01,Delhi,Google_Ads,Full_Home,6,4775,8,1,3,0,2,30,1.0,1,28,1,4775
5631,2024-06-01,Delhi,Meta_Ads,Full_Home,6,3462,0,10,0,1,1,27,18.0,1,23,18,62316
5632,2024-07-01,Delhi,Organic,Full_Home,12,4111,2,8,0,1,0,38,,0,22,22,90442
5633,2024-07-01,Bengaluru,Direct,Sofa,3,1682,2,5,2,0,0,28,12.0,1,22,12,20184
5634,2024-04-01,Bengaluru,Google_Ads,Full_Home,6,3890,2,1,0,0,2,34,1.0,1,25,1,3890
5635,2024-10-01,Mumbai,Google_Ads,Full_Home,12,4762,0,6,0,0,0,24,,0,19,19,90478
5636,2024-08-01,Delhi,Organic,Study,6,1055,1,7,0,1,1,36,,0,21,21,22155
5637,2024-04-01,Hyderabad,Google_Ads,Sofa,6,1448,2,6,2,0,0,28,,0,25,25,36200
5638,2024-06-01,Hyderabad,Organic,Bed,6,1106,0,7,0,0,0,27,11.0,1,23,11,12166
5639,2024-02-01,Chennai,Meta_Ads,Sofa,6,1366,0,8,1,0,1,21,,0,27,27,36882
5640,2024-12-01,Chennai,Referral,Sofa,3,1291,4,6,0,0,2,26,6.0,1,17,6,7746
5641,2024-10-01,Hyderabad,Google_Ads,Full_Home,3,4350,4,7,0,0,1,22,,0,19,19,82650
5642,2024-04-01,Bengaluru,Direct,Full_Home,6,3597,1,7,0,0,0,30,,0,25,25,89925
5643,2024-09-01,Mumbai,Direct,Full_Home,12,4071,2,8,0,0,0,24,,0,20,20,81420
5644,2024-09-01,Delhi,Google_Ads,Bed,3,1189,3,1,0,1,2,21,1.0,1,20,1,1189
5645,2024-08-01,Delhi,Meta_Ads,Dining,3,1844,1,4,1,1,0,32,1.0,1,21,1,1844
5646,2024-01-01,Bengaluru,Meta_Ads,Wardrobe,6,952,0,8,1,0,1,25,7.0,1,28,7,6664
5647,2024-11-01,Delhi,Google_Ads,Wardrobe,12,1093,4,5,1,0,1,25,14.0,1,18,14,15302
5648,2024-12-01,Mumbai,Direct,Wardrobe,3,1054,0,1,0,0,1,43,1.0,1,17,1,1054
5649,2024-12-01,Mumbai,Google_Ads,Full_Home,12,3925,2,1,1,0,0,25,2.0,1,17,2,7850
5650,2024-12-01,Pune,Google_Ads,Full_Home,3,4463,1,8,0,1,1,34,4.0,1,17,4,17852
5651,2024-12-01,Mumbai,Google_Ads,Full_Home,3,3559,3,6,0,0,2,22,,0,17,17,60503
5652,2024-09-01,Delhi,Meta_Ads,Sofa,12,1647,1,9,0,0,0,31,,0,20,20,32940
5653,2024-01-01,Delhi,Referral,Bed,12,1186,1,6,0,0,2,32,4.0,1,28,4,4744
5654,2024-06-01,Delhi,Organic,Dining,6,1405,3,7,0,0,1,21,4.0,1,23,4,5620
5655,2024-03-01,Bengaluru,Organic,Study,3,1069,0,10,0,0,1,22,,0,26,26,27794
5656,2024-03-01,Delhi,Google_Ads,Full_Home,6,3640,3,8,0,1,1,36,1.0,1,26,1,3640
5657,2024-10-01,Mumbai,Organic,Sofa,3,1413,1,7,0,0,2,27,19.0,1,19,19,26847
5658,2024-10-01,Delhi,Meta_Ads,Sofa,6,1279,2,9,0,0,1,29,,0,19,19,24301
5659,2024-07-01,Bengaluru,Meta_Ads,Full_Home,12,4347,0,1,0,0,1,35,1.0,1,22,1,4347
5660,2024-09-01,Chennai,Meta_Ads,Wardrobe,6,1115,0,6,0,1,2,36,5.0,1,20,5,5575
5661,2024-02-01,Hyderabad,Direct,Wardrobe,6,856,5,4,1,0,1,26,1.0,1,27,1,856
5662,2024-03-01,Mumbai,Organic,Full_Home,3,4123,0,1,0,1,0,29,1.0,1,26,1,4123
5663,2024-11-01,Mumbai,Organic,Full_Home,12,4586,2,6,0,0,1,26,6.0,1,18,6,27516
5664,2024-06-01,Mumbai,Meta_Ads,Study,12,1012,0,8,0,1,0,28,,0,23,23,23276
5665,2024-07-01,Hyderabad,Google_Ads,Sofa,12,1696,1,1,1,0,2,25,1.0,1,22,1,1696
5666,2024-06-01,Delhi,Meta_Ads,Dining,3,1397,3,6,0,0,3,27,3.0,1,23,3,4191
5667,2024-03-01,Hyderabad,Organic,Wardrobe,3,948,6,5,0,0,1,40,17.0,1,26,17,16116
5668,2024-10-01,Pune,Organic,Dining,6,1651,2,7,1,0,0,26,6.0,1,19,6,9906
5669,2024-10-01,Mumbai,Organic,Dining,6,1645,2,1,0,0,1,21,1.0,1,19,1,1645
5670,2024-09-01,Delhi,Google_Ads,Sofa,12,1672,2,7,1,1,0,28,2.0,1,20,2,3344
5671,2024-05-01,Mumbai,Google_Ads,Bed,6,1522,1,8,0,0,0,21,,0,24,24,36528
5672,2024-08-01,Delhi,Google_Ads,Wardrobe,6,1100,2,6,0,0,0,31,17.0,1,21,17,18700
5673,2024-12-01,Mumbai,Organic,Wardrobe,3,1018,2,5,0,0,0,28,,0,17,17,17306
5674,2024-08-01,Hyderabad,Direct,Sofa,12,1584,5,1,1,0,2,41,1.0,1,21,1,1584
5675,2024-06-01,Bengaluru,Meta_Ads,Full_Home,3,3404,0,8,0,0,2,34,6.0,1,23,6,20424
5676,2024-04-01,Bengaluru,Organic,Bed,12,1309,1,8,0,0,2,21,3.0,1,25,3,3927
5677,2024-07-01,Mumbai,Organic,Wardrobe,12,889,0,6,0,0,2,22,21.0,1,22,21,18669
5678,2024-05-01,Chennai,Google_Ads,Study,3,994,2,7,0,0,1,27,14.0,1,24,14,13916
5679,2024-08-01,Delhi,Google_Ads,Study,12,1010,5,7,0,0,2,30,17.0,1,21,17,17170
5680,2024-01-01,Mumbai,Google_Ads,Bed,6,1559,2,6,0,1,0,34,4.0,1,28,4,6236
5681,2024-03-01,Mumbai,Direct,Sofa,3,1517,2,7,1,0,0,32,14.0,1,26,14,21238
5682,2024-10-01,Mumbai,Google_Ads,Sofa,6,1320,1,9,0,0,0,32,,0,19,19,25080
5683,2024-05-01,Pune,Meta_Ads,Sofa,12,1347,0,9,0,0,1,26,,0,24,24,32328
5684,2024-06-01,Chennai,Meta_Ads,Bed,6,1517,3,1,1,0,1,27,1.0,1,23,1,1517
5685,2024-07-01,Pune,Organic,Dining,3,1469,3,7,1,0,2,31,10.0,1,22,10,14690
5686,2024-06-01,Pune,Google_Ads,Wardrobe,6,976,3,1,0,0,1,31,1.0,1,23,1,976
5687,2024-10-01,Bengaluru,Direct,Sofa,6,1344,1,1,0,0,0,31,5.0,1,19,5,6720
5688,2024-03-01,Bengaluru,Meta_Ads,Study,3,1022,0,10,1,0,0,24,,0,26,26,26572
5689,2024-10-01,Delhi,Direct,Sofa,3,1432,4,8,0,1,2,29,,0,19,19,27208
5690,2024-03-01,Delhi,Meta_Ads,Full_Home,3,3920,5,6,0,0,1,34,22.0,1,26,22,86240
5691,2024-05-01,Bengaluru,Meta_Ads,Dining,6,1775,2,8,0,1,1,26,3.0,1,24,3,5325
5692,2024-08-01,Hyderabad,Organic,Dining,6,1693,1,7,0,0,1,32,,0,21,21,35553
5693,2024-11-01,Bengaluru,Meta_Ads,Bed,12,1375,1,8,0,0,0,24,5.0,1,18,5,6875
5694,2024-03-01,Bengaluru,Google_Ads,Wardrobe,3,867,0,7,0,0,1,29,12.0,1,26,12,10404
5695,2024-08-01,Mumbai,Organic,Wardrobe,12,925,3,6,0,0,2,32,,0,21,21,19425
5696,2024-01-01,Pune,Meta_Ads,Full_Home,6,3785,2,7,1,0,0,33,,0,28,28,105980
5697,2024-01-01,Hyderabad,Meta_Ads,Sofa,3,1796,3,6,0,0,3,24,17.0,1,28,17,30532
5698,2024-10-01,Delhi,Organic,Wardrobe,12,928,5,8,0,0,1,21,8.0,1,19,8,7424
5699,2024-09-01,Pune,Organic,Full_Home,6,3922,0,8,1,0,1,36,,0,20,20,78440
5700,2024-05-01,Pune,Meta_Ads,Dining,6,1467,2,5,0,0,2,36,,0,24,24,35208
5701,2024-08-01,Mumbai,Google_Ads,Dining,3,1624,0,8,0,1,0,21,15.0,1,21,15,24360
5702,2024-05-01,Hyderabad,Google_Ads,Full_Home,3,3399,0,7,0,0,1,32,,0,24,24,81576
5703,2024-04-01,Bengaluru,Meta_Ads,Bed,6,1469,1,1,0,2,0,30,1.0,1,25,1,1469
5704,2024-06-01,Delhi,Google_Ads,Sofa,12,1737,3,7,0,0,1,37,3.0,1,23,3,5211
5705,2024-04-01,Bengaluru,Google_Ads,Full_Home,6,4086,0,8,0,0,0,36,,0,25,25,102150
5706,2024-10-01,Mumbai,Referral,Sofa,3,1718,2,9,0,0,0,34,14.0,1,19,14,24052
5707,2024-05-01,Delhi,Google_Ads,Full_Home,6,3406,3,1,1,0,1,27,4.0,1,24,4,13624
5708,2024-04-01,Bengaluru,Google_Ads,Sofa,6,1504,2,6,1,0,1,21,6.0,1,25,6,9024
5709,2024-07-01,Mumbai,Referral,Sofa,3,1363,1,7,1,0,1,31,10.0,1,22,10,13630
5710,2024-10-01,Delhi,Organic,Bed,12,1282,4,1,0,0,1,23,1.0,1,19,1,1282
5711,2024-04-01,Delhi,Organic,Full_Home,6,3990,5,5,0,0,2,21,2.0,1,25,2,7980
5712,2024-12-01,Bengaluru,Meta_Ads,Sofa,12,1630,1,7,1,0,0,45,,0,17,17,27710
5713,2024-06-01,Bengaluru,Organic,Bed,3,1469,2,5,1,0,1,25,12.0,1,23,12,17628
5714,2024-08-01,Mumbai,Direct,Bed,3,1532,3,7,1,0,1,32,,0,21,21,32172
5715,2024-12-01,Pune,Google_Ads,Sofa,6,1431,0,7,0,0,2,34,,0,17,17,24327
5716,2024-06-01,Pune,Google_Ads,Sofa,6,1636,0,6,1,0,0,31,2.0,1,23,2,3272
5717,2024-03-01,Mumbai,Google_Ads,Full_Home,6,4571,0,8,0,0,0,21,,0,26,26,118846
5718,2024-09-01,Hyderabad,Referral,Study,12,890,3,7,0,0,2,37,8.0,1,20,8,7120
5719,2024-01-01,Delhi,Google_Ads,Bed,6,1359,1,4,1,0,0,29,5.0,1,28,5,6795
5720,2024-06-01,Chennai,Meta_Ads,Bed,6,1416,0,5,2,0,0,31,1.0,1,23,1,1416
5721,2024-12-01,Bengaluru,Meta_Ads,Sofa,3,1316,0,7,1,1,0,25,,0,17,17,22372
5722,2024-05-01,Delhi,Direct,Bed,6,1387,2,5,0,0,1,24,11.0,1,24,11,15257
5723,2024-09-01,Delhi,Google_Ads,Bed,6,1351,3,5,1,0,2,24,1.0,1,20,1,1351
5724,2024-07-01,Mumbai,Meta_Ads,Full_Home,6,3831,3,7,1,0,1,25,22.0,1,22,22,84282
5725,2024-03-01,Bengaluru,Direct,Bed,6,1557,2,7,0,1,2,26,12.0,1,26,12,18684
5726,2024-04-01,Bengaluru,Google_Ads,Bed,12,1141,1,5,1,1,1,36,13.0,1,25,13,14833
5727,2024-07-01,Mumbai,Meta_Ads,Study,3,1063,0,7,0,1,0,27,18.0,1,22,18,19134
5728,2024-02-01,Hyderabad,Google_Ads,Bed,12,1394,0,8,0,0,1,32,,0,27,27,37638
5729,2024-05-01,Hyderabad,Google_Ads,Full_Home,12,3482,1,1,1,0,0,26,2.0,1,24,2,6964
5730,2024-05-01,Bengaluru,Google_Ads,Study,6,821,0,1,0,0,0,31,1.0,1,24,1,821
5731,2024-11-01,Pune,Meta_Ads,Sofa,3,1684,1,8,0,0,1,29,14.0,1,18,14,23576
5732,2024-02-01,Mumbai,Google_Ads,Full_Home,6,3673,3,6,1,0,1,26,6.0,1,27,6,22038
5733,2024-11-01,Chennai,Referral,Bed,3,1125,3,1,0,0,1,21,2.0,1,18,2,2250
5734,2024-05-01,Bengaluru,Meta_Ads,Sofa,12,1561,1,9,0,0,0,31,13.0,1,24,13,20293
5735,2024-08-01,Pune,Meta_Ads,Study,6,1078,1,8,0,0,0,24,,0,21,21,22638
5736,2024-07-01,Chennai,Organic,Full_Home,6,3930,0,9,1,0,1,32,,0,22,22,86460
5737,2024-04-01,Pune,Direct,Sofa,6,1506,0,7,0,0,1,21,3.0,1,25,3,4518
5738,2024-12-01,Pune,Google_Ads,Bed,3,1456,0,8,1,0,0,25,,0,17,17,24752
5739,2024-03-01,Mumbai,Google_Ads,Full_Home,6,4237,6,6,1,0,1,21,11.0,1,26,11,46607
5740,2024-01-01,Hyderabad,Google_Ads,Study,12,849,6,1,0,0,3,23,1.0,1,28,1,849
5741,2024-10-01,Delhi,Referral,Wardrobe,3,1041,0,8,0,0,0,26,,0,19,19,19779
5742,2024-08-01,Mumbai,Referral,Wardrobe,3,1010,2,5,1,0,1,36,,0,21,21,21210
5743,2024-11-01,Chennai,Meta_Ads,Dining,6,1368,0,6,0,0,0,37,18.0,1,18,18,24624
5744,2024-06-01,Mumbai,Google_Ads,Study,6,798,1,8,1,0,0,35,1.0,1,23,1,798
5745,2024-01-01,Mumbai,Meta_Ads,Sofa,6,1592,0,8,0,0,1,32,5.0,1,28,5,7960
5746,2024-01-01,Chennai,Organic,Bed,6,1172,2,6,1,0,1,30,,0,28,28,32816
5747,2024-06-01,Mumbai,Meta_Ads,Wardrobe,6,1118,3,5,1,1,1,26,3.0,1,23,3,3354
5748,2024-03-01,Bengaluru,Google_Ads,Study,6,919,1,7,0,1,0,28,17.0,1,26,17,15623
5749,2024-12-01,Mumbai,Meta_Ads,Full_Home,3,3519,3,6,0,0,1,25,13.0,1,17,13,45747
5750,2024-02-01,Hyderabad,Organic,Dining,6,1892,3,1,0,0,1,35,1.0,1,27,1,1892
5751,2024-11-01,Pune,Direct,Dining,6,1828,0,5,2,0,0,27,15.0,1,18,15,27420
5752,2024-03-01,Bengaluru,Google_Ads,Bed,6,1395,0,7,0,0,2,35,23.0,1,26,23,32085
5753,2024-02-01,Delhi,Direct,Full_Home,3,4443,2,6,1,0,1,21,24.0,1,27,24,106632
5754,2024-04-01,Delhi,Meta_Ads,Full_Home,6,4330,2,7,0,1,0,37,24.0,1,25,24,103920
5755,2024-02-01,Delhi,Organic,Full_Home,3,3417,2,9,0,0,0,25,,0,27,27,92259
5756,2024-05-01,Delhi,Referral,Full_Home,3,4268,1,9,0,0,0,27,,0,24,24,102432
5757,2024-04-01,Chennai,Meta_Ads,Full_Home,12,3742,2,8,0,0,1,30,,0,25,25,93550
5758,2024-07-01,Mumbai,Google_Ads,Sofa,12,1771,3,8,0,0,1,21,11.0,1,22,11,19481
5759,2024-07-01,Mumbai,Google_Ads,Wardrobe,12,992,0,8,0,0,0,29,,0,22,22,21824
5760,2024-01-01,Delhi,Referral,Wardrobe,6,1096,0,7,1,0,1,26,9.0,1,28,9,9864
5761,2024-02-01,Mumbai,Meta_Ads,Wardrobe,3,901,1,8,0,0,1,35,20.0,1,27,20,18020
5762,2024-02-01,Mumbai,Meta_Ads,Full_Home,12,4061,0,9,0,0,0,25,,0,27,27,109647
5763,2024-03-01,Bengaluru,Meta_Ads,Bed,6,1152,0,6,1,0,0,37,2.0,1,26,2,2304
5764,2024-02-01,Bengaluru,Google_Ads,Sofa,12,1487,5,4,0,0,2,30,10.0,1,27,10,14870
5765,2024-04-01,Chennai,Google_Ads,Bed,6,1359,3,8,0,0,1,25,,0,25,25,33975
5766,2024-07-01,Bengaluru,Referral,Sofa,6,1606,6,5,1,0,1,30,3.0,1,22,3,4818
5767,2024-04-01,Delhi,Meta_Ads,Bed,3,1284,0,1,0,0,0,30,1.0,1,25,1,1284
5768,2024-04-01,Hyderabad,Google_Ads,Sofa,3,1358,6,4,1,1,2,23,1.0,1,25,1,1358
5769,2024-06-01,Bengaluru,Meta_Ads,Sofa,6,1620,0,9,0,0,0,26,21.0,1,23,21,34020
5770,2024-07-01,Bengaluru,Direct,Wardrobe,12,853,2,8,0,1,0,29,11.0,1,22,11,9383
5771,2024-04-01,Mumbai,Google_Ads,Dining,6,1812,0,8,1,1,1,36,17.0,1,25,17,30804
5772,2024-03-01,Delhi,Google_Ads,Dining,3,1737,3,8,0,0,1,36,,0,26,26,45162
5773,2024-05-01,Mumbai,Meta_Ads,Sofa,6,1680,2,8,0,0,0,27,23.0,1,24,23,38640
5774,2024-01-01,Delhi,Google_Ads,Full_Home,3,4762,2,6,1,1,0,34,6.0,1,28,6,28572
5775,2024-06-01,Bengaluru,Google_Ads,Sofa,12,1446,0,10,0,0,0,38,,0,23,23,33258
5776,2024-12-01,Bengaluru,Google_Ads,Study,3,932,0,7,1,0,0,26,1.0,1,17,1,932
5777,2024-05-01,Bengaluru,Google_Ads,Full_Home,3,4285,1,7,1,0,0,26,11.0,1,24,11,47135
5778,2024-02-01,Mumbai,Organic,Full_Home,6,4219,0,6,2,0,1,28,,0,27,27,113913
5779,2024-09-01,Mumbai,Google_Ads,Wardrobe,6,1071,1,8,0,0,0,34,,0,20,20,21420
5780,2024-02-01,Chennai,Meta_Ads,Bed,12,1532,2,7,0,0,0,33,12.0,1,27,12,18384
5781,2024-03-01,Bengaluru,Organic,Full_Home,6,4076,2,7,0,2,2,28,12.0,1,26,12,48912
5782,2024-02-01,Delhi,Google_Ads,Dining,12,1841,0,1,1,0,1,32,1.0,1,27,1,1841
5783,2024-11-01,Delhi,Google_Ads,Full_Home,6,4283,2,5,0,0,2,21,,0,18,18,77094
5784,2024-12-01,Hyderabad,Direct,Bed,3,1460,3,6,0,0,3,23,11.0,1,17,11,16060
5785,2024-07-01,Delhi,Meta_Ads,Full_Home,3,3858,2,1,1,1,0,33,1.0,1,22,1,3858
5786,2024-08-01,Bengaluru,Organic,Full_Home,6,3860,0,1,0,0,0,21,1.0,1,21,1,3860
5787,2024-08-01,Delhi,Meta_Ads,Study,6,1058,4,7,0,0,1,25,,0,21,21,22218
5788,2024-08-01,Mumbai,Direct,Full_Home,6,4565,3,7,0,0,2,35,2.0,1,21,2,9130
5789,2024-07-01,Hyderabad,Google_Ads,Wardrobe,3,1026,4,8,0,0,1,31,18.0,1,22,18,18468
5790,2024-12-01,Bengaluru,Google_Ads,Sofa,3,1516,0,9,0,0,0,34,,0,17,17,25772
5791,2024-09-01,Hyderabad,Referral,Study,3,843,2,10,0,0,0,29,,0,20,20,16860
5792,2024-02-01,Delhi,Google_Ads,Study,12,829,5,4,1,1,2,43,1.0,1,27,1,829
5793,2024-05-01,Delhi,Meta_Ads,Wardrobe,6,928,4,1,0,0,1,39,1.0,1,24,1,928
5794,2024-12-01,Bengaluru,Google_Ads,Bed,3,1532,3,8,0,0,1,26,4.0,1,17,4,6128
5795,2024-05-01,Delhi,Meta_Ads,Dining,6,1508,3,7,1,0,2,21,2.0,1,24,2,3016
5796,2024-03-01,Hyderabad,Organic,Sofa,12,1508,3,8,0,0,1,26,,0,26,26,39208
5797,2024-11-01,Mumbai,Meta_Ads,Full_Home,3,4354,2,6,0,0,1,44,3.0,1,18,3,13062
5798,2024-08-01,Mumbai,Meta_Ads,Full_Home,3,4303,4,5,1,0,1,29,21.0,1,21,21,90363
5799,2024-07-01,Bengaluru,Google_Ads,Sofa,6,1679,0,7,0,0,0,21,9.0,1,22,9,15111
5800,2024-06-01,Mumbai,Google_Ads,Full_Home,3,3930,1,4,0,2,0,31,3.0,1,23,3,11790
5801,2024-02-01,Hyderabad,Organic,Sofa,3,1449,4,6,2,0,1,27,9.0,1,27,9,13041
5802,2024-05-01,Mumbai,Google_Ads,Wardrobe,12,1025,3,1,0,0,2,23,1.0,1,24,1,1025
5803,2024-06-01,Hyderabad,Meta_Ads,Full_Home,12,4288,1,7,0,1,0,21,16.0,1,23,16,68608
5804,2024-12-01,Hyderabad,Meta_Ads,Sofa,12,1796,3,1,0,0,1,26,1.0,1,17,1,1796
5805,2024-04-01,Delhi,Meta_Ads,Sofa,12,1582,4,7,2,0,1,28,,0,25,25,39550
5806,2024-02-01,Delhi,Meta_Ads,Full_Home,3,4474,5,6,1,0,1,35,11.0,1,27,11,49214
5807,2024-06-01,Delhi,Referral,Sofa,12,1759,3,6,1,0,2,29,12.0,1,23,12,21108
5808,2024-12-01,Delhi,Meta_Ads,Bed,12,1106,3,6,1,0,3,30,9.0,1,17,9,9954
5809,2024-06-01,Bengaluru,Google_Ads,Wardrobe,6,938,0,1,1,0,1,23,1.0,1,23,1,938
5810,2024-05-01,Pune,Direct,Sofa,12,1276,3,1,1,0,1,26,11.0,1,24,11,14036
5811,2024-09-01,Chennai,Google_Ads,Sofa,12,1748,4,8,0,0,1,29,5.0,1,20,5,8740
5812,2024-08-01,Mumbai,Referral,Full_Home,6,3941,3,7,0,0,2,28,,0,21,21,82761
5813,2024-04-01,Chennai,Google_Ads,Wardrobe,6,1052,3,6,0,0,1,31,2.0,1,25,2,2104
5814,2024-12-01,Chennai,Meta_Ads,Bed,6,1324,2,8,0,0,0,25,14.0,1,17,14,18536
5815,2024-08-01,Mumbai,Meta_Ads,Study,6,1001,0,4,1,2,1,33,1.0,1,21,1,1001
5816,2024-01-01,Hyderabad,Google_Ads,Bed,6,1272,1,5,0,0,0,37,14.0,1,28,14,17808
5817,2024-05-01,Delhi,Organic,Wardrobe,3,853,4,6,0,0,2,21,1.0,1,24,1,853
5818,2024-12-01,Bengaluru,Google_Ads,Full_Home,3,3901,3,7,1,0,1,28,5.0,1,17,5,19505
5819,2024-05-01,Bengaluru,Meta_Ads,Full_Home,3,4057,1,10,1,0,1,39,18.0,1,24,18,73026
5820,2024-07-01,Mumbai,Referral,Dining,6,1586,1,7,0,0,1,21,,0,22,22,34892
5821,2024-08-01,Hyderabad,Meta_Ads,Wardrobe,3,945,3,6,0,1,1,25,4.0,1,21,4,3780
5822,2024-09-01,Mumbai,Meta_Ads,Full_Home,3,3534,3,7,1,1,1,35,4.0,1,20,4,14136
5823,2024-11-01,Hyderabad,Meta_Ads,Dining,12,1375,4,4,2,0,2,30,1.0,1,18,1,1375
5824,2024-02-01,Delhi,Google_Ads,Bed,6,1518,2,9,0,0,0,29,,0,27,27,40986
5825,2024-07-01,Hyderabad,Direct,Bed,12,1134,3,6,1,0,1,22,19.0,1,22,19,21546
5826,2024-07-01,Mumbai,Meta_Ads,Sofa,3,1482,0,8,0,0,0,32,17.0,1,22,17,25194
